GKZ;Gebietsname;Wahlbe-rechtigte;Stimmen;Ungültige;Gültige;ÖVP;%;SPÖ;%;FPÖ;%;NEOS;%;JETZT;%;GRÜNE;%;KPÖ;%;WANDL;%;BZÖ;%;BIER;%;CPÖ;%;GILT;%;SLP;%
G62273;Loipersdorf bei Fürstenfeld;1.544;1.009;15;994;552;55,53;60;6,04;262;26,36;38;3,82;9;0,91;65;6,54;3;0,30;5;0,50;;0,00;;0,00;;0,00;;0,00;;0,00
G62274;Neudau;1.036;661;8;653;219;33,54;233;35,68;119;18,22;23;3,52;13;1,99;43;6,58;2;0,31;1;0,15;;0,00;;0,00;;0,00;;0,00;;0,00
G62275;Pöllau;5.088;3.393;30;3.363;1.760;52,33;529;15,73;652;19,39;158;4,70;20;0,59;227;6,75;15;0,45;2;0,06;;0,00;;0,00;;0,00;;0,00;;0,00
G62276;Rohr bei Hartberg;1.217;820;9;811;358;44,14;138;17,02;216;26,63;26;3,21;4;0,49;63;7,77;4;0,49;2;0,25;;0,00;;0,00;;0,00;;0,00;;0,00
G62277;Rohrbach an der Lafnitz;2.256;1.545;24;1.521;646;42,47;317;20,84;399;26,23;61;4,01;15;0,99;70;4,60;9;0,59;4;0,26;;0,00;;0,00;;0,00;;0,00;;0,00
G62278;Vorau;3.942;2.761;28;2.733;1.529;55,95;261;9,55;665;24,33;110;4,02;13;0,48;134;4,90;17;0,62;4;0,15;;0,00;;0,00;;0,00;;0,00;;0,00
G62279;Waldbach-Mönichwald;1.257;934;5;929;519;55,87;111;11,95;194;20,88;45;4,84;10;1,08;45;4,84;3;0,32;2;0,22;;0,00;;0,00;;0,00;;0,00;;0,00
G62299;Wahlkarten - Hartberg-Fürstenfeld;0;8.357;57;8.300;3.604;43,42;1.155;13,92;1.451;17,48;653;7,87;94;1,13;1.246;15,01;56;0,67;41;0,49;;0,00;;0,00;;0,00;;0,00;;0,00
G62300;Südoststeiermark;70.451;52.868;562;52.306;26.772;51,18;6.204;11,86;11.631;22,24;2.738;5,23;556;1,06;3.941;7,53;324;0,62;140;0,27;;0,00;;0,00;;0,00;;0,00;;0,00
G62311;Edelsbach bei Feldbach;1.110;795;9;786;387;49,24;111;14,12;173;22,01;43;5,47;7;0,89;60;7,63;4;0,51;1;0,13;;0,00;;0,00;;0,00;;0,00;;0,00
G62314;Eichkögl;1.060;692;11;681;321;47,14;71;10,43;193;28,34;21;3,08;13;1,91;48;7,05;11;1,62;3;0,44;;0,00;;0,00;;0,00;;0,00;;0,00
G62326;Halbenrain;1.480;895;16;879;484;55,06;71;8,08;218;24,80;37;4,21;13;1,48;52;5,92;2;0,23;2;0,23;;0,00;;0,00;;0,00;;0,00;;0,00
G62330;Jagerberg;1.383;895;10;885;507;57,29;62;7,01;236;26,67;28;3,16;7;0,79;37;4,18;7;0,79;1;0,11;;0,00;;0,00;;0,00;;0,00;;0,00
G62332;Kapfenstein;1.281;860;7;853;476;55,80;82;9,61;208;24,38;24;2,81;5;0,59;54;6,33;2;0,23;2;0,23;;0,00;;0,00;;0,00;;0,00;;0,00
G62335;Klöch;1.022;673;11;662;451;68,13;50;7,55;83;12,54;26;3,93;8;1,21;41;6,19;3;0,45;0;0,00;;0,00;;0,00;;0,00;;0,00;;0,00
G62343;Mettersdorf am Saßbach;1.074;653;6;647;361;55,80;76;11,75;144;22,26;30;4,64;2;0,31;29;4,48;4;0,62;1;0,15;;0,00;;0,00;;0,00;;0,00;;0,00
G62347;Murfeld;1.367;843;7;836;423;50,60;118;14,11;189;22,61;39;4,67;12;1,44;49;5,86;4;0,48;2;0,24;;0,00;;0,00;;0,00;;0,00;;0,00
G62368;Tieschen;1.042;647;10;637;291;45,68;130;20,41;132;20,72;37;5,81;6;0,94;36;5,65;5;0,78;0;0,00;;0,00;;0,00;;0,00;;0,00;;0,00
G62372;Unterlamm;1.053;673;8;665;371;55,79;52;7,82;198;29,77;14;2,11;8;1,20;15;2,26;4;0,60;3;0,45;;0,00;;0,00;;0,00;;0,00;;0,00
G62375;Bad Gleichenberg;4.240;2.323;31;2.292;1.119;48,82;323;14,09;508;22,16;109;4,76;22;0,96;184;8,03;20;0,87;7;0,31;;0,00;;0,00;;0,00;;0,00;;0,00
G62376;Bad Radkersburg;2.500;1.388;11;1.377;670;48,66;216;15,69;257;18,66;85;6,17;22;1,60;116;8,42;7;0,51;4;0,29;;0,00;;0,00;;0,00;;0,00;;0,00
G62377;Deutsch Goritz;1.526;1.009;13;996;555;55,72;110;11,04;193;19,38;41;4,12;7;0,70;78;7,83;12;1,20;0;0,00;;0,00;;0,00;;0,00;;0,00;;0,00
G62378;Fehring;6.032;3.729;66;3.663;1.724;47,07;500;13,65;884;24,13;200;5,46;44;1,20;284;7,75;16;0,44;11;0,30;;0,00;;0,00;;0,00;;0,00;;0,00
G62379;Feldbach;10.300;6.283;58;6.225;2.915;46,83;899;14,44;1.404;22,55;376;6,04;64;1,03;493;7,92;47;0,76;27;0,43;;0,00;;0,00;;0,00;;0,00;;0,00
G62380;Gnas;5.057;3.421;46;3.375;1.914;56,71;239;7,08;846;25,07;162;4,80;19;0,56;175;5,19;11;0,33;9;0,27;;0,00;;0,00;;0,00;;0,00;;0,00
G62381;Kirchbach-Zerlach;2.721;1.804;14;1.790;939;52,46;148;8,27;446;24,92;88;4,92;26;1,45;128;7,15;11;0,61;4;0,22;;0,00;;0,00;;0,00;;0,00;;0,00
G62382;Kirchberg an der Raab;3.713;2.279;20;2.259;1.069;47,32;288;12,75;588;26,03;124;5,49;19;0,84;152;6,73;12;0,53;7;0,31;;0,00;;0,00;;0,00;;0,00;;0,00
G62383;Mureck;2.856;1.701;15;1.686;842;49,94;249;14,77;368;21,83;99;5,87;24;1,42;92;5,46;11;0,65;1;0,06;;0,00;;0,00;;0,00;;0,00;;0,00
G62384;Paldau;2.608;1.674;24;1.650;831;50,36;233;14,12;433;26,24;48;2,91;18;1,09;73;4,42;11;0,67;3;0,18;;0,00;;0,00;;0,00;;0,00;;0,00
G62385;Pirching am Traubenberg;2.100;1.335;4;1.331;744;55,90;100;7,51;319;23,97;62;4,66;19;1,43;80;6,01;6;0,45;1;0,08;;0,00;;0,00;;0,00;;0,00;;0,00
G62386;Riegersburg;4.135;2.513;24;2.489;1.367;54,92;274;11,01;486;19,53;123;4,94;21;0,84;195;7,83;15;0,60;8;0,32;;0,00;;0,00;;0,00;;0,00;;0,00
G62387;Sankt Anna am Aigen;2.042;1.324;18;1.306;801;61,33;97;7,43;285;21,82;41;3,14;9;0,69;70;5,36;2;0,15;1;0,08;;0,00;;0,00;;0,00;;0,00;;0,00
G62388;Sankt Peter am Ottersbach;2.458;1.502;22;1.480;796;53,78;157;10,61;383;25,88;58;3,92;6;0,41;72;4,86;6;0,41;2;0,14;;0,00;;0,00;;0,00;;0,00;;0,00
G62389;Sankt Stefan im Rosental;3.277;2.260;14;2.246;1.179;52,49;245;10,91;522;23,24;105;4,67;27;1,20;150;6,68;13;0,58;5;0,22;;0,00;;0,00;;0,00;;0,00;;0,00
G62390;Straden;3.014;1.963;23;1.940;1.076;55,46;200;10,31;392;20,21;96;4,95;21;1,08;141;7,27;10;0,52;4;0,21;;0,00;;0,00;;0,00;;0,00;;0,00
G62399;Wahlkarten - Südoststeiermark;0;8.734;64;8.670;4.159;47,97;1.103;12,72;1.543;17,80;622;7,17;107;1,23;1.037;11,96;68;0,78;31;0,36;;0,00;;0,00;;0,00;;0,00;;0,00
G70000;Tirol;543.044;390.148;2.989;387.159;177.351;45,81;50.393;13,02;56.867;14,69;34.300;8,86;6.751;1,74;56.947;14,71;2.159;0,56;1.447;0,37;;0,00;;0,00;;0,00;944;0,24;;0,00
G70099;Wahlkarten - Tirol (ungültig nicht zuordenbar);0;0;0;0;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;;0,00;;0,00;;0,00;0;0,00;;0,00
G7A000;Innsbruck;86.625;61.723;434;61.289;17.590;28,70;10.357;16,90;8.188;13,36;6.878;11,22;1.706;2,78;15.387;25,11;693;1,13;346;0,56;;0,00;;0,00;;0,00;144;0,23;;0,00
G7A099;Wahlkarten - Innsbruck;0;548;2;546;112;20,51;58;10,62;25;4,58;117;21,43;28;5,13;197;36,08;3;0,55;3;0,55;;0,00;;0,00;;0,00;3;0,55;;0,00
G7B000;Innsbruck-Land;193.217;140.655;1.052;139.603;62.028;44,43;18.862;13,51;21.771;15,59;12.822;9,18;2.359;1,69;20.198;14,47;758;0,54;513;0,37;;0,00;;0,00;;0,00;292;0,21;;0,00
G7B099;Wahlkarten - Innsbruck-Land;0;415;3;412;93;22,57;55;13,35;41;9,95;63;15,29;19;4,61;129;31,31;3;0,73;5;1,21;;0,00;;0,00;;0,00;4;0,97;;0,00
G7C000;Unterland;122.888;88.942;629;88.313;45.075;51,04;10.748;12,17;13.330;15,09;6.369;7,21;1.204;1,36;10.690;12,10;345;0,39;263;0,30;;0,00;;0,00;;0,00;289;0,33;;0,00
G7C099;Wahlkarten - Unterland;0;249;2;247;84;34,01;19;7,69;32;12,96;46;18,62;3;1,21;54;21,86;4;1,62;3;1,21;;0,00;;0,00;;0,00;2;0,81;;0,00
G7D000;Oberland;100.778;70.668;587;70.081;37.321;53,25;7.921;11,30;9.469;13,51;6.054;8,64;1.106;1,58;7.543;10,76;258;0,37;239;0,34;;0,00;;0,00;;0,00;170;0,24;;0,00
G7D099;Wahlkarten - Oberland;0;175;2;173;44;25,43;19;10,98;11;6,36;33;19,08;11;6,36;51;29,48;2;1,16;2;1,16;;0,00;;0,00;;0,00;0;0,00;;0,00
G7E000;Osttirol;39.536;28.160;287;27.873;15.337;55,02;2.505;8,99;4.109;14,74;2.177;7,81;376;1,35;3.129;11,23;105;0,38;86;0,31;;0,00;;0,00;;0,00;49;0,18;;0,00
G7E099;Wahlkarten - Osttirol;0;137;0;137;43;31,39;17;12,41;6;4,38;28;20,44;2;1,46;38;27,74;3;2,19;0;0,00;;0,00;;0,00;;0,00;0;0,00;;0,00
G70100;Innsbruck Stadt;86.625;61.175;432;60.743;17.478;28,77;10.299;16,96;8.163;13,44;6.761;11,13;1.678;2,76;15.190;25,01;690;1,14;343;0,56;;0,00;;0,00;;0,00;141;0,23;;0,00
G70101;Innsbruck;86.625;46.195;370;45.825;13.638;29,76;8.372;18,27;6.976;15,22;4.633;10,11;1.373;3,00;9.954;21,72;545;1,19;226;0,49;;0,00;;0,00;;0,00;108;0,24;;0,00
G70199;Wahlkarten - Innsbruck Stadt;0;14.980;62;14.918;3.840;25,74;1.927;12,92;1.187;7,96;2.128;14,26;305;2,04;5.236;35,10;145;0,97;117;0,78;;0,00;;0,00;;0,00;33;0,22;;0,00
G70200;Imst;44.604;30.931;256;30.675;15.493;50,51;3.256;10,61;4.922;16,05;2.655;8,66;530;1,73;3.481;11,35;119;0,39;129;0,42;;0,00;;0,00;;0,00;90;0,29;;0,00
G70201;Arzl im Pitztal;2.364;1.459;19;1.440;753;52,29;171;11,88;226;15,69;120;8,33;34;2,36;127;8,82;2;0,14;5;0,35;;0,00;;0,00;;0,00;2;0,14;;0,00
G70202;Haiming;3.541;2.046;7;2.039;878;43,06;324;15,89;357;17,51;177;8,68;35;1,72;258;12,65;4;0,20;3;0,15;;0,00;;0,00;;0,00;3;0,15;;0,00
G70203;Imst;7.483;4.117;30;4.087;1.730;42,33;647;15,83;690;16,88;363;8,88;68;1,66;547;13,38;20;0,49;16;0,39;;0,00;;0,00;;0,00;6;0,15;;0,00
G70204;Imsterberg;627;395;7;388;205;52,84;53;13,66;77;19,85;23;5,93;3;0,77;25;6,44;1;0,26;1;0,26;;0,00;;0,00;;0,00;0;0,00;;0,00
G70205;Jerzens;704;454;4;450;304;67,56;25;5,56;82;18,22;15;3,33;3;0,67;18;4,00;2;0,44;0;0,00;;0,00;;0,00;;0,00;1;0,22;;0,00
G70206;Karres;507;335;5;330;166;50,30;38;11,52;88;26,67;18;5,45;3;0,91;15;4,55;0;0,00;0;0,00;;0,00;;0,00;;0,00;2;0,61;;0,00
G70207;Karrösten;564;347;4;343;162;47,23;62;18,08;53;15,45;28;8,16;15;4,37;23;6,71;0;0,00;0;0,00;;0,00;;0,00;;0,00;0;0,00;;0,00
G70208;Längenfeld;3.444;2.119;20;2.099;1.397;66,56;109;5,19;258;12,29;150;7,15;25;1,19;148;7,05;2;0,10;7;0,33;;0,00;;0,00;;0,00;3;0,14;;0,00
G70209;Mieming;2.819;1.699;20;1.679;813;48,42;147;8,76;244;14,53;201;11,97;29;1,73;219;13,04;7;0,42;13;0,77;;0,00;;0,00;;0,00;6;0,36;;0,00
G70210;Mils bei Imst;467;322;0;322;133;41,30;37;11,49;49;15,22;64;19,88;5;1,55;32;9,94;1;0,31;0;0,00;;0,00;;0,00;;0,00;1;0,31;;0,00
G70211;Mötz;931;480;3;477;222;46,54;58;12,16;77;16,14;40;8,39;10;2,10;65;13,63;1;0,21;2;0,42;;0,00;;0,00;;0,00;2;0,42;;0,00
G70212;Nassereith;1.663;999;7;992;558;56,25;96;9,68;176;17,74;63;6,35;13;1,31;70;7,06;8;0,81;1;0,10;;0,00;;0,00;;0,00;7;0,71;;0,00
G70213;Obsteig;964;557;7;550;267;48,55;47;8,55;84;15,27;41;7,45;5;0,91;97;17,64;1;0,18;4;0,73;;0,00;;0,00;;0,00;4;0,73;;0,00
G70214;Oetz;1.764;1.053;11;1.042;584;56,05;79;7,58;136;13,05;103;9,88;21;2,02;111;10,65;3;0,29;4;0,38;;0,00;;0,00;;0,00;1;0,10;;0,00
G70215;Rietz;1.816;1.080;15;1.065;426;40,00;156;14,65;245;23,00;83;7,79;19;1,78;112;10,52;6;0,56;7;0,66;;0,00;;0,00;;0,00;11;1,03;;0,00
G70216;Roppen;1.343;803;11;792;397;50,13;141;17,80;105;13,26;54;6,82;5;0,63;78;9,85;5;0,63;4;0,51;;0,00;;0,00;;0,00;3;0,38;;0,00
G70217;St. Leonhard im Pitztal;1.078;630;4;626;480;76,68;13;2,08;89;14,22;17;2,72;1;0,16;24;3,83;0;0,00;2;0,32;;0,00;;0,00;;0,00;0;0,00;;0,00
G70218;Sautens;1.128;617;1;616;334;54,22;54;8,77;100;16,23;56;9,09;12;1,95;49;7,95;6;0,97;3;0,49;;0,00;;0,00;;0,00;2;0,32;;0,00
G70219;Silz;1.966;1.151;10;1.141;468;41,02;182;15,95;184;16,13;98;8,59;34;2,98;156;13,67;10;0,88;4;0,35;;0,00;;0,00;;0,00;5;0,44;;0,00
G70220;Sölden;2.186;1.199;8;1.191;827;69,44;30;2,52;165;13,85;88;7,39;13;1,09;59;4,95;2;0,17;7;0,59;;0,00;;0,00;;0,00;0;0,00;;0,00
G70221;Stams;1.122;630;3;627;291;46,41;83;13,24;102;16,27;52;8,29;12;1,91;83;13,24;2;0,32;1;0,16;;0,00;;0,00;;0,00;1;0,16;;0,00
G70222;Tarrenz;2.100;1.200;10;1.190;568;47,73;110;9,24;289;24,29;83;6,97;21;1,76;107;8,99;2;0,17;7;0,59;;0,00;;0,00;;0,00;3;0,25;;0,00
G70223;Umhausen;2.414;1.431;12;1.419;844;59,48;87;6,13;266;18,75;121;8,53;18;1,27;77;5,43;1;0,07;1;0,07;;0,00;;0,00;;0,00;4;0,28;;0,00
G70224;Wenns;1.609;874;6;868;551;63,48;59;6,80;140;16,13;48;5,53;12;1,38;53;6,11;2;0,23;2;0,23;;0,00;;0,00;;0,00;1;0,12;;0,00
G70299;Wahlkarten - Imst;0;4.934;32;4.902;2.135;43,55;448;9,14;640;13,06;549;11,20;114;2,33;928;18,93;31;0,63;35;0,71;;0,00;;0,00;;0,00;22;0,45;;0,00
G70300;Innsbruck-Land;132.217;97.644;703;96.941;40.993;42,29;13.430;13,85;14.517;14,98;9.672;9,98;1.729;1,78;15.466;15,95;571;0,59;358;0,37;;0,00;;0,00;;0,00;205;0,21;;0,00
G70301;Absam;5.720;3.557;26;3.531;1.412;39,99;487;13,79;494;13,99;406;11,50;51;1,44;642;18,18;28;0,79;9;0,25;;0,00;;0,00;;0,00;2;0,06;;0,00
G70302;Aldrans;1.976;1.196;6;1.190;544;45,71;89;7,48;135;11,34;150;12,61;19;1,60;237;19,92;10;0,84;5;0,42;;0,00;;0,00;;0,00;1;0,08;;0,00
G70303;Ampass;1.308;796;5;791;337;42,60;77;9,73;121;15,30;88;11,13;14;1,77;147;18,58;3;0,38;2;0,25;;0,00;;0,00;;0,00;2;0,25;;0,00
G70304;Axams;4.670;2.715;18;2.697;1.096;40,64;386;14,31;415;15,39;237;8,79;41;1,52;487;18,06;22;0,82;9;0,33;;0,00;;0,00;;0,00;4;0,15;;0,00
G70305;Baumkirchen;956;531;3;528;235;44,51;68;12,88;92;17,42;41;7,77;17;3,22;68;12,88;3;0,57;2;0,38;;0,00;;0,00;;0,00;2;0,38;;0,00
G70306;Birgitz;1.118;699;6;693;312;45,02;77;11,11;88;12,70;71;10,25;13;1,88;121;17,46;5;0,72;5;0,72;;0,00;;0,00;;0,00;1;0,14;;0,00
G70307;Ellbögen;911;608;3;605;343;56,69;60;9,92;89;14,71;51;8,43;8;1,32;48;7,93;4;0,66;1;0,17;;0,00;;0,00;;0,00;1;0,17;;0,00
G70308;Flaurling;982;635;7;628;292;46,50;95;15,13;73;11,62;50;7,96;18;2,87;96;15,29;3;0,48;0;0,00;;0,00;;0,00;;0,00;1;0,16;;0,00
G70309;Fritzens;1.669;1.012;4;1.008;421;41,77;147;14,58;169;16,77;103;10,22;21;2,08;131;13,00;10;0,99;4;0,40;;0,00;;0,00;;0,00;2;0,20;;0,00
G70310;Fulpmes;3.091;1.792;14;1.778;788;44,32;319;17,94;285;16,03;148;8,32;26;1,46;202;11,36;6;0,34;3;0,17;;0,00;;0,00;;0,00;1;0,06;;0,00
G70311;Gnadenwald;620;401;3;398;222;55,78;26;6,53;49;12,31;42;10,55;6;1,51;51;12,81;0;0,00;2;0,50;;0,00;;0,00;;0,00;0;0,00;;0,00
G70312;Götzens;3.091;1.794;13;1.781;772;43,35;218;12,24;307;17,24;174;9,77;28;1,57;266;14,94;7;0,39;7;0,39;;0,00;;0,00;;0,00;2;0,11;;0,00
G70313;Gries am Brenner;991;630;1;629;328;52,15;77;12,24;134;21,30;29;4,61;10;1,59;43;6,84;4;0,64;4;0,64;;0,00;;0,00;;0,00;0;0,00;;0,00
G70314;Gries im Sellrain;478;327;3;324;179;55,25;70;21,60;32;9,88;14;4,32;3;0,93;21;6,48;0;0,00;4;1,23;;0,00;;0,00;;0,00;1;0,31;;0,00
G70315;Grinzens;1.078;646;5;641;282;43,99;97;15,13;112;17,47;53;8,27;18;2,81;76;11,86;2;0,31;1;0,16;;0,00;;0,00;;0,00;0;0,00;;0,00
G70317;Gschnitz;342;211;6;205;129;62,93;22;10,73;37;18,05;12;5,85;1;0,49;3;1,46;1;0,49;0;0,00;;0,00;;0,00;;0,00;0;0,00;;0,00
G70318;Hatting;1.079;624;5;619;247;39,90;84;13,57;103;16,64;65;10,50;15;2,42;99;15,99;3;0,48;2;0,32;;0,00;;0,00;;0,00;1;0,16;;0,00
G70319;Inzing;2.958;1.843;12;1.831;752;41,07;262;14,31;246;13,44;183;9,99;33;1,80;320;17,48;18;0,98;15;0,82;;0,00;;0,00;;0,00;2;0,11;;0,00
G70320;Kematen in Tirol;2.211;1.265;11;1.254;507;40,43;163;13,00;196;15,63;109;8,69;31;2,47;239;19,06;7;0,56;2;0,16;;0,00;;0,00;;0,00;0;0,00;;0,00
G70322;Kolsass;1.260;828;9;819;365;44,57;99;12,09;129;15,75;59;7,20;12;1,47;147;17,95;2;0,24;3;0,37;;0,00;;0,00;;0,00;3;0,37;;0,00
G70323;Kolsassberg;626;400;2;398;223;56,03;30;7,54;84;21,11;26;6,53;3;0,75;29;7,29;1;0,25;0;0,00;;0,00;;0,00;;0,00;2;0,50;;0,00
G70325;Lans;821;475;4;471;216;45,86;34;7,22;62;13,16;60;12,74;3;0,64;91;19,32;3;0,64;1;0,21;;0,00;;0,00;;0,00;1;0,21;;0,00
G70326;Leutasch;1.601;866;7;859;492;57,28;48;5,59;122;14,20;82;9,55;11;1,28;98;11,41;1;0,12;2;0,23;;0,00;;0,00;;0,00;3;0,35;;0,00
G70327;Matrei am Brenner;714;442;8;434;196;45,16;70;16,13;64;14,75;50;11,52;8;1,84;42;9,68;1;0,23;3;0,69;;0,00;;0,00;;0,00;0;0,00;;0,00
G70328;Mieders;1.336;766;8;758;352;46,44;86;11,35;117;15,44;82;10,82;8;1,06;110;14,51;1;0,13;1;0,13;;0,00;;0,00;;0,00;1;0,13;;0,00
G70329;Mils;3.412;2.216;16;2.200;953;43,32;230;10,45;326;14,82;254;11,55;41;1,86;368;16,73;14;0,64;8;0,36;;0,00;;0,00;;0,00;6;0,27;;0,00
G70330;Mühlbachl;1.055;618;9;609;346;56,81;98;16,09;88;14,45;36;5,91;6;0,99;30;4,93;2;0,33;1;0,16;;0,00;;0,00;;0,00;2;0,33;;0,00
G70331;Mutters;1.610;1.020;6;1.014;496;48,92;81;7,99;128;12,62;117;11,54;18;1,78;169;16,67;3;0,30;2;0,20;;0,00;;0,00;;0,00;0;0,00;;0,00
G70332;Natters;1.604;951;1;950;434;45,68;110;11,58;122;12,84;100;10,53;16;1,68;156;16,42;5;0,53;6;0,63;;0,00;;0,00;;0,00;1;0,11;;0,00
G70333;Navis;1.616;1.030;6;1.024;647;63,18;111;10,84;158;15,43;48;4,69;10;0,98;47;4,59;0;0,00;2;0,20;;0,00;;0,00;;0,00;1;0,10;;0,00
G70334;Neustift im Stubaital;3.477;2.245;20;2.225;1.261;56,67;183;8,22;403;18,11;146;6,56;36;1,62;181;8,13;8;0,36;4;0,18;;0,00;;0,00;;0,00;3;0,13;;0,00
G70335;Oberhofen im Inntal;1.367;868;5;863;323;37,43;146;16,92;184;21,32;85;9,85;14;1,62;103;11,94;4;0,46;3;0,35;;0,00;;0,00;;0,00;1;0,12;;0,00
G70336;Obernberg am Brenner;289;217;1;216;127;58,80;14;6,48;53;24,54;11;5,09;1;0,46;9;4,17;0;0,00;1;0,46;;0,00;;0,00;;0,00;0;0,00;;0,00
G70337;Oberperfuss;2.419;1.553;16;1.537;749;48,73;207;13,47;179;11,65;151;9,82;27;1,76;209;13,60;12;0,78;2;0,13;;0,00;;0,00;;0,00;1;0,07;;0,00
G70338;Patsch;811;515;2;513;230;44,83;59;11,50;69;13,45;53;10,33;3;0,58;92;17,93;6;1,17;0;0,00;;0,00;;0,00;;0,00;1;0,19;;0,00
G70339;Pettnau;847;479;6;473;216;45,67;54;11,42;73;15,43;54;11,42;10;2,11;56;11,84;1;0,21;4;0,85;;0,00;;0,00;;0,00;5;1,06;;0,00
G70340;Pfaffenhofen;825;413;2;411;159;38,69;68;16,55;70;17,03;44;10,71;3;0,73;60;14,60;2;0,49;1;0,24;;0,00;;0,00;;0,00;4;0,97;;0,00
G70341;Pfons;1.004;643;7;636;341;53,62;79;12,42;93;14,62;41;6,45;13;2,04;62;9,75;3;0,47;1;0,16;;0,00;;0,00;;0,00;3;0,47;;0,00
G70342;Polling in Tirol;850;524;9;515;230;44,66;69;13,40;120;23,30;37;7,18;5;0,97;44;8,54;4;0,78;6;1,17;;0,00;;0,00;;0,00;0;0,00;;0,00
G70343;Ranggen;835;563;5;558;272;48,75;48;8,60;78;13,98;43;7,71;9;1,61;99;17,74;4;0,72;4;0,72;;0,00;;0,00;;0,00;1;0,18;;0,00
G70344;Reith bei Seefeld;873;480;2;478;243;50,84;38;7,95;61;12,76;39;8,16;16;3,35;77;16,11;2;0,42;2;0,42;;0,00;;0,00;;0,00;0;0,00;;0,00
G70345;Rinn;1.448;966;4;962;431;44,80;84;8,73;155;16,11;102;10,60;17;1,77;163;16,94;9;0,94;0;0,00;;0,00;;0,00;;0,00;1;0,10;;0,00
G70346;Rum;6.810;4.116;32;4.084;1.452;35,55;860;21,06;699;17,12;344;8,42;74;1,81;595;14,57;25;0,61;23;0,56;;0,00;;0,00;;0,00;12;0,29;;0,00
G70347;St. Sigmund im Sellrain;139;95;1;94;63;67,02;13;13,83;13;13,83;3;3,19;1;1,06;1;1,06;0;0,00;0;0,00;;0,00;;0,00;;0,00;0;0,00;;0,00
G70348;Scharnitz;867;450;5;445;223;50,11;58;13,03;75;16,85;29;6,52;9;2,02;49;11,01;0;0,00;1;0,22;;0,00;;0,00;;0,00;1;0,22;;0,00
G70349;Schmirn;709;545;5;540;403;74,63;36;6,67;55;10,19;18;3,33;4;0,74;20;3,70;3;0,56;1;0,19;;0,00;;0,00;;0,00;0;0,00;;0,00
G70350;Schönberg im Stubaital;714;425;5;420;226;53,81;40;9,52;50;11,90;35;8,33;4;0,95;58;13,81;1;0,24;0;0,00;;0,00;;0,00;;0,00;6;1,43;;0,00
G70351;Seefeld in Tirol;2.063;1.101;2;1.099;604;54,96;82;7,46;158;14,38;98;8,92;21;1,91;128;11,65;5;0,45;2;0,18;;0,00;;0,00;;0,00;1;0,09;;0,00
G70352;Sellrain;1.090;620;6;614;295;48,05;178;28,99;63;10,26;25;4,07;9;1,47;35;5,70;7;1,14;1;0,16;;0,00;;0,00;;0,00;1;0,16;;0,00
G70353;Sistrans;1.735;1.114;5;1.109;432;38,95;114;10,28;111;10,01;160;14,43;17;1,53;264;23,81;4;0,36;4;0,36;;0,00;;0,00;;0,00;3;0,27;;0,00
G70354;Hall in Tirol;9.567;5.539;49;5.490;1.718;31,29;1.063;19,36;885;16,12;574;10,46;143;2,60;1.028;18,72;47;0,86;23;0,42;;0,00;;0,00;;0,00;9;0,16;;0,00
G70355;Steinach am Brenner;2.693;1.605;27;1.578;782;49,56;232;14,70;258;16,35;124;7,86;28;1,77;138;8,75;11;0,70;2;0,13;;0,00;;0,00;;0,00;3;0,19;;0,00
G70356;Telfes im Stubai;1.212;728;8;720;374;51,94;91;12,64;101;14,03;54;7,50;12;1,67;76;10,56;8;1,11;2;0,28;;0,00;;0,00;;0,00;2;0,28;;0,00
G70357;Telfs;10.899;5.533;52;5.481;1.801;32,86;1.160;21,16;953;17,39;494;9,01;109;1,99;886;16,16;39;0,71;22;0,40;;0,00;;0,00;;0,00;17;0,31;;0,00
G70358;Thaur;3.031;1.981;15;1.966;935;47,56;235;11,95;316;16,07;182;9,26;43;2,19;242;12,31;5;0,25;6;0,31;;0,00;;0,00;;0,00;2;0,10;;0,00
G70359;Trins;1.036;667;7;660;362;54,85;80;12,12;82;12,42;46;6,97;10;1,52;73;11,06;4;0,61;1;0,15;;0,00;;0,00;;0,00;2;0,30;;0,00
G70360;Tulfes;1.208;772;4;768;398;51,82;51;6,64;141;18,36;67;8,72;13;1,69;86;11,20;7;0,91;2;0,26;;0,00;;0,00;;0,00;3;0,39;;0,00
G70361;Unterperfuss;182;67;0;67;35;52,24;13;19,40;10;14,93;1;1,49;1;1,49;7;10,45;0;0,00;0;0,00;;0,00;;0,00;;0,00;0;0,00;;0,00
G70362;Vals;447;289;6;283;184;65,02;25;8,83;42;14,84;9;3,18;1;0,35;21;7,42;1;0,35;0;0,00;;0,00;;0,00;;0,00;0;0,00;;0,00
G70364;Völs;5.133;3.078;24;3.054;1.201;39,33;488;15,98;481;15,75;257;8,42;62;2,03;521;17,06;25;0,82;8;0,26;;0,00;;0,00;;0,00;11;0,36;;0,00
G70365;Volders;3.403;2.075;21;2.054;964;46,93;226;11,00;417;20,30;158;7,69;37;1,80;227;11,05;12;0,58;6;0,29;;0,00;;0,00;;0,00;7;0,34;;0,00
G70366;Wattenberg;587;387;0;387;205;52,97;11;2,84;107;27,65;21;5,43;10;2,58;30;7,75;2;0,52;0;0,00;;0,00;;0,00;;0,00;1;0,26;;0,00
